MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Age_House,Age_Renovation,Garage_age,TotalSF
RL,60.0,7134,1,1,3,Bnk,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,0,384.0,6,0.0,0.0,384.0,GasA,4,1,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,3,6,2,1,5,Detchd,3,2.0,572.0,5,2,0,50,0,0,0,3,2,None,0,1,WD,Normal,130000.0,65,65,58.0,1744.0
RL,100.0,10175,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,4,CBlock,4,4,3,1,490.0,6,0.0,935.0,1425.0,GasA,2,1,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,3,7,6,1,2,Attchd,2,2.0,576.0,5,2,0,0,0,407,0,3,4,None,0,2,WD,Normal,180500.0,56,56,56.0,2850.0
FV,24.0,2645,1,2,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,8,4,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,2,4,PConc,2,4,3,2,649.0,6,0.0,321.0,970.0,GasA,0,1,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,2,7,6,0,3,Attchd,0,2.0,480.0,5,2,115,0,0,0,0,3,4,None,0,3,WD,Abnorml,172500.0,21,20,21.0,2709.0
RL,89.0,11645,1,1,0,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,860.0,860.0,GasA,0,1,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,2,7,6,0,3,Attchd,2,2.0,565.0,5,2,0,70,0,0,0,3,4,None,0,0,WD,Normal,196500.0,16,16,16.0,2580.0
RL,66.0,13682,1,1,1,HLS,AllPub,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,10,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,0,4,PConc,0,4,1,6,0.0,6,0.0,1410.0,1410.0,GasA,0,1,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,2,10,6,1,2,BuiltIn,0,3.0,641.0,5,2,192,0,37,0,0,3,4,None,0,0,New,Partial,438780.0,14,14,14.0,4355.0
RL,60.0,7200,1,1,3,Bnk,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,0,0,632.0,6,0.0,148.0,780.0,GasA,0,1,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,3,1.0,352.0,5,2,196,0,0,0,0,3,2,None,0,2,WD,Normal,124900.0,48,48,47.0,1560.0
RL,63.0,13072,1,1,3,Lvl,AllPub,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,0,941.0,6,0.0,217.0,1158.0,GasA,0,1,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,2,5,6,0,3,Detchd,3,2.0,576.0,5,2,0,50,0,0,0,3,4,None,0,0,New,Partial,158000.0,16,16,14.0,2316.0
RM,60.0,7200,1,1,3,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,0,3,6,0.0,6,0.0,530.0,530.0,GasA,4,0,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,1,6,6,0,3,Detchd,3,1.0,288.0,5,0,0,0,144,0,0,3,4,None,0,1,WD,Normal,101000.0,100,24,85.0,1641.0
RL,44.0,6442,1,1,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,4,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,2,4,PConc,2,1,2,2,24.0,6,0.0,1346.0,1370.0,GasA,0,1,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,2,6,6,1,2,Attchd,2,2.0,484.0,5,2,120,49,0,0,0,3,4,None,0,1,WD,Normal,202500.0,14,14,14.0,2740.0
RM,50.0,10300,1,1,0,Bnk,AllPub,Inside,0,OldTown,RRAn,Feedr,1Fam,2Story,7,5,Gable,CompShg,Stucco,Stucco,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,576.0,576.0,GasA,2,1,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,6,0,3,Detchd,3,2.0,480.0,5,2,12,11,64,0,0,3,0,None,0,4,WD,Normal,140000.0,99,70,30.0,2286.0
RL,72.58123809523809,9375,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,4,PConc,2,4,3,2,739.0,6,0.0,318.0,1057.0,GasA,0,1,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,2,8,6,0,3,Attchd,2,2.0,645.0,5,2,576,36,0,0,0,3,0,None,0,3,WD,Normal,219500.0,23,22,22.0,3091.0
RL,76.0,9591,1,1,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,2,4,PConc,0,4,0,6,0.0,6,0.0,1143.0,1143.0,GasA,0,1,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,2,9,6,1,2,BuiltIn,2,3.0,852.0,5,2,192,151,0,0,0,3,4,None,0,1,WD,Normal,317000.0,16,15,16.0,3616.0
RL,120.142,19900,1,1,3,Lvl,AllPub,Inside,0,NAmes,PosA,Norm,1Fam,1Story,7,4,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,4,CBlock,2,4,1,2,912.0,6,0.0,1035.0,1947.0,GasA,4,1,SBrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,3,7,2,1,2,Attchd,2,2.0,576.0,5,2,301,0,0,0,0,3,4,None,0,4,WD,Normal,180000.0,50,31,50.0,4154.0
RL,72.0,10665,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,2,4,PConc,2,4,0,2,1013.0,6,0.0,440.0,1453.0,GasA,0,1,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,2,7,6,0,3,Attchd,2,2.0,558.0,5,2,144,29,0,0,0,3,4,None,0,1,WD,Normal,226000.0,17,17,17.0,2932.0
RM,47.0,4608,1,1,3,Lvl,AllPub,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,6,0.0,6,0.0,747.0,747.0,GasA,4,1,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,3,4,6,0,3,Attchd,3,1.0,220.0,5,2,0,0,0,0,0,3,4,None,0,4,WD,Normal,80000.0,75,70,75.0,1494.0
RL,81.0,15593,1,1,3,Lvl,AllPub,Corner,0,ClearCr,Norm,Norm,1Fam,1.5Fin,7,3,Gable,CompShg,BrkFace,AsbShng,None,0.0,2,4,CBlock,4,4,3,1,603.0,6,0.0,701.0,1304.0,GasW,4,1,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,3,7,6,1,5,Attchd,0,2.0,667.0,5,2,0,21,114,0,0,3,4,None,0,0,WD,Normal,225000.0,67,67,67.0,3591.0
RL,95.0,13651,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,2,CBlock,2,4,1,0,1880.0,6,0.0,343.0,2223.0,GasA,0,1,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,6,2,2,Attchd,0,2.0,516.0,5,2,300,0,0,0,0,3,4,None,0,1,WD,Normal,244000.0,47,47,47.0,4446.0
RL,69.0,7599,1,1,3,Lvl,AllPub,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,3,0,565.0,6,0.0,280.0,845.0,GasA,4,1,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,3,2.0,360.0,5,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,129500.0,38,14,33.0,1690.0
RL,74.0,10141,1,1,0,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,4,PConc,2,4,3,6,0.0,6,0.0,832.0,832.0,GasA,2,1,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,0,2.0,427.0,5,2,0,94,0,0,291,3,4,None,0,3,WD,Normal,185000.0,22,22,22.0,2550.0
RL,85.0,10200,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,4,CBlock,4,4,3,0,320.0,1,362.0,404.0,1086.0,GasA,2,1,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,2.0,490.0,5,2,0,0,0,0,0,3,1,None,0,4,WD,Normal,144900.0,66,17,31.0,2172.0
RM,60.0,5790,1,1,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,3,5,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,1,4,3,6,0.0,6,0.0,840.0,840.0,GasA,2,0,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,3,8,6,0,3,Detchd,3,1.0,379.0,5,2,0,0,202,0,0,3,4,None,0,4,WD,Normal,107400.0,105,70,105.0,2445.0
RM,21.0,1596,1,1,3,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,Twnhs,SLvl,4,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,2,4,1,2,462.0,6,0.0,0.0,462.0,GasA,4,1,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,3,5,6,0,3,BuiltIn,3,1.0,297.0,5,2,120,101,0,0,0,3,1,None,0,3,WD,Normal,91000.0,47,47,47.0,1450.0
RL,79.59933333333333,8475,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,228.0,6,0.0,724.0,952.0,GasA,0,1,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,3,1.0,283.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,135750.0,64,64,64.0,1904.0
RM,50.0,8635,1,1,3,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,1,336.0,2,41.0,295.0,672.0,GasA,4,1,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,3,6,2,0,3,Detchd,3,1.0,240.0,5,2,0,0,0,0,0,3,2,None,0,2,WD,Normal,127000.0,72,19,72.0,1957.0
RL,72.0,10778,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,Duplex,1Story,4,4,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,1768.0,1768.0,GasA,4,0,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,6,0,3,None,1,0.0,0.0,3,2,0,0,0,0,0,3,4,None,0,4,WD,Normal,136500.0,52,52,52.0,3536.0
RM,60.0,10440,1,0,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,440.0,440.0,GasA,2,1,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,3,5,6,0,3,Detchd,3,2.0,440.0,5,2,74,0,128,0,0,3,2,None,0,3,WD,Normal,110000.0,110,39,54.0,1670.0
RL,100.0,13000,1,1,3,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,2,CBlock,2,4,3,5,448.0,6,0.0,448.0,896.0,GasA,4,1,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,2,8,6,1,2,Attchd,0,1.0,509.0,5,2,0,72,0,0,252,3,4,None,0,3,WD,Normal,193500.0,52,52,52.0,3038.0
RM,32.0,4500,1,1,3,Lvl,AllPub,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,2,PConc,0,1,3,2,1201.0,6,0.0,36.0,1237.0,GasA,0,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,6,0,3,Attchd,0,2.0,405.0,5,2,0,199,0,0,0,3,4,None,0,0,WD,Normal,153500.0,22,22,22.0,2574.0
RL,78.0,10206,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,4,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,4,PConc,2,4,3,2,33.0,6,0.0,1530.0,1563.0,GasA,0,1,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,2,6,6,1,2,Attchd,2,3.0,758.0,5,2,144,99,0,0,0,3,4,None,0,2,WD,Normal,245000.0,13,13,13.0,3126.0
RL,80.0,8892,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,1065.0,1065.0,GasA,2,1,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,3,6,6,0,3,Detchd,3,2.0,461.0,5,2,74,0,0,0,0,3,4,None,0,1,COD,Normal,126500.0,60,60,46.0,2130.0
RL,69.162,8530,1,1,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,4,PConc,2,4,3,6,0.0,6,0.0,384.0,384.0,GasA,2,1,SBrkr,804,670,0,1474,0.0,0.0,2,1,3,1,3,7,6,1,5,BuiltIn,0,2.0,400.0,5,2,120,72,0,0,0,3,4,Shed,700,3,WD,Normal,168500.0,25,24,25.0,1858.0
RL,121.0,16059,1,1,3,Lvl,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,2,4,CBlock,2,4,3,6,0.0,6,0.0,1288.0,1288.0,GasA,0,1,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,2,9,6,1,5,Attchd,3,2.0,462.0,5,2,127,82,0,0,0,3,4,None,0,0,WD,Normal,260000.0,29,28,29.0,3705.0
RL,122.0,11911,1,1,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0.0,6,0.0,684.0,684.0,GasA,0,1,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,2,6,6,1,2,BuiltIn,0,2.0,400.0,5,2,100,38,0,0,0,3,4,None,0,3,WD,Normal,174000.0,15,15,15.0,2244.0
FV,40.0,3951,1,2,3,Lvl,AllPub,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,2,4,PConc,2,4,0,6,0.0,6,0.0,612.0,612.0,GasA,0,1,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,2,4,6,0,3,Detchd,2,2.0,528.0,5,2,0,234,0,0,0,3,4,None,0,3,New,Partial,164500.0,11,11,11.0,1836.0
C (all),105.0,8470,1,1,0,Lvl,AllPub,Corner,0,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,1,Hip,CompShg,Plywood,Plywood,None,0.0,1,1,CBlock,4,0,3,6,0.0,6,0.0,1013.0,1013.0,GasA,4,0,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,1,6,6,0,3,None,1,0.0,0.0,3,0,0,0,156,0,0,3,2,None,0,3,ConLD,Abnorml,85000.0,105,38,105.0,2026.0
RL,60.0,8070,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,2,588.0,6,0.0,402.0,990.0,GasA,0,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,6,0,3,None,1,0.0,0.0,3,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,123600.0,26,25,26.0,1980.0
RL,60.0,7200,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,FuseA,1040,0,0,1040,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,3,2.0,420.0,5,2,0,29,0,0,0,3,4,None,0,0,WD,Normal,109900.0,70,70,70.0,1040.0
RL,85.0,8500,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,2,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,4,CBlock,4,4,3,5,600.0,6,0.0,635.0,1235.0,GasA,4,1,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,3,6,6,0,3,Attchd,3,2.0,480.0,5,2,0,0,0,0,0,3,1,None,0,0,WD,Abnorml,98600.0,59,59,59.0,2470.0
RL,80.0,13360,1,0,0,HLS,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,2,4,3,0,713.0,6,0.0,163.0,876.0,GasA,0,1,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,2.0,432.0,5,2,0,0,44,0,0,3,4,None,0,3,WD,Normal,163500.0,99,14,99.0,1840.0
C (all),60.0,7200,1,1,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,2fmCon,2.5Unf,6,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,0,2,5,1046.0,6,0.0,168.0,1214.0,GasW,0,0,SBrkr,1260,1031,0,2291,0.0,1.0,2,0,4,2,3,9,6,1,2,Detchd,3,2.0,506.0,5,2,0,0,0,0,99,3,4,None,0,1,WD,Normal,133900.0,110,22,120.0,3505.0
RL,69.0,9337,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,2,4,3,2,648.0,6,0.0,176.0,824.0,GasA,0,1,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,2,7,6,0,3,Attchd,2,2.0,684.0,5,2,0,162,0,0,0,3,4,None,0,1,WD,Normal,204750.0,23,23,23.0,2610.0
RL,75.034,9765,1,1,1,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,0,2,PConc,2,1,3,0,310.0,6,0.0,370.0,680.0,GasA,2,1,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,3,6,6,1,5,BuiltIn,0,2.0,420.0,5,2,232,63,0,0,0,3,4,Shed,480,3,WD,Normal,185000.0,27,27,27.0,2150.0
RL,78.0,10264,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,2,4,PConc,2,4,0,0,1162.0,6,0.0,426.0,1588.0,GasA,0,1,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2,2.0,472.0,5,2,158,29,0,0,0,3,4,None,0,0,WD,Normal,214000.0,21,21,21.0,3176.0
RL,73.0,10921,1,1,3,HLS,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,4,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,4,CBlock,4,4,3,5,520.0,6,0.0,440.0,960.0,GasA,4,1,FuseF,960,0,0,960,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,0,1.0,432.0,5,1,120,0,0,0,0,3,4,None,0,1,WD,Normal,94750.0,55,55,55.0,1920.0
RL,85.0,10625,1,1,3,Lvl,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,0,108.0,6,0.0,350.0,458.0,GasA,1,0,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,3,5,6,0,3,Basment,3,1.0,366.0,5,2,0,0,77,0,0,3,4,Shed,400,4,COD,Abnorml,83000.0,100,70,100.0,1293.0
RL,77.0,9320,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,3,0,569.0,6,0.0,381.0,950.0,GasA,1,1,SBrkr,1225,0,0,1225,1.0,0.0,1,1,3,1,3,6,6,0,3,None,1,0.0,0.0,3,2,352,0,0,0,0,3,4,Shed,400,4,WD,Normal,128950.0,61,61,61.0,2175.0
RL,79.15,10603,1,1,0,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,4,PConc,4,4,2,0,1200.0,6,0.0,410.0,1610.0,GasA,2,1,SBrkr,1610,0,0,1610,1.0,0.0,2,0,3,1,2,6,6,2,5,Attchd,2,2.0,480.0,5,2,168,68,0,0,0,3,4,None,0,4,WD,Normal,205000.0,43,19,43.0,3220.0
RL,77.0,9206,1,1,3,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,2,4,CBlock,2,4,3,6,0.0,6,0.0,741.0,741.0,GasA,4,1,SBrkr,977,755,0,1732,0.0,0.0,2,1,3,1,2,7,6,1,5,Attchd,0,2.0,476.0,5,2,192,46,0,0,0,3,4,None,0,4,WD,Normal,178000.0,35,35,35.0,2473.0
RL,64.0,7018,1,1,3,Bnk,AllPub,Inside,0,SawyerW,Norm,Norm,Duplex,1Story,5,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,1,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,6,0,3,Attchd,3,2.0,410.0,5,2,0,0,0,0,0,3,4,None,0,3,WD,Alloca,118964.0,41,41,41.0,1535.0
RL,94.0,10402,1,1,0,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,1226.0,1226.0,GasA,0,1,SBrkr,1226,0,0,1226,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2,3.0,740.0,5,2,0,36,0,0,0,3,4,None,0,4,WD,Normal,198900.0,11,11,11.0,2452.0
RM,71.372,7758,1,1,3,Lvl,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,3,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,1,PConc,4,4,3,3,224.0,6,0.0,816.0,1040.0,GasA,0,1,FuseF,1226,592,0,1818,0.0,0.0,1,1,4,1,3,7,6,2,5,Detchd,3,1.0,240.0,5,2,0,0,0,0,184,3,4,None,0,1,WD,Normal,169500.0,89,70,69.0,2858.0
FV,75.0,9375,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,2,4,PConc,0,4,3,6,0.0,6,0.0,1053.0,1053.0,GasA,0,1,SBrkr,1053,939,0,1992,0.0,0.0,2,1,3,1,2,9,6,1,2,Attchd,2,2.0,648.0,5,2,140,45,0,0,0,3,4,None,0,2,WD,Normal,250000.0,17,16,17.0,3045.0
RM,60.0,10800,1,0,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,6,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,1,4,3,6,0.0,6,0.0,641.0,641.0,GasA,2,1,SBrkr,1047,0,0,1047,0.0,0.0,1,0,2,1,3,6,6,0,3,Detchd,3,1.0,273.0,1,0,0,0,0,0,0,3,4,Shed,450,1,WD,Normal,100000.0,135,25,66.0,1688.0
RM,50.0,6000,1,1,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,104.0,1,169.0,516.0,789.0,GasA,0,1,SBrkr,789,0,0,789,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,1.0,250.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Partial,115000.0,72,70,72.0,1578.0
RM,85.0,8500,1,1,3,Lvl,AllPub,Corner,0,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,793.0,793.0,GasW,4,0,FuseF,997,520,0,1517,0.0,0.0,2,0,3,1,1,7,6,0,3,None,1,0.0,0.0,3,0,0,0,144,0,0,3,4,None,0,1,WD,Normal,115000.0,101,15,101.0,2310.0
RL,105.0,11751,1,1,0,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,4,CBlock,2,4,3,1,705.0,6,0.0,1139.0,1844.0,GasA,0,1,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,6,1,5,Attchd,2,2.0,546.0,5,2,0,122,0,0,0,3,2,None,0,4,COD,Normal,190000.0,43,43,43.0,3688.0
